Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
2,26-08-19 9:29,26-08-19 10:28,32.92205,-80.788918,32.92205,-80.788918,0,Accident on Hudson Mill Rd at Penny Creek Dr.,3099,Penny Creek Dr,R,Ruffin,Colleton,SC,29475-4092,US,US/Eastern,KRBW,26-08-19 9:35,73,73,73,29.96,10,NE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,12-12-18 17:24,12-12-18 17:54,27.98136,-82.334511,27.98136,-82.33499,0.029,At Dr Martin Luther King Jr Blvd - Accident.,10108,E Dr Martin Luther King Jr Blvd,L,Tampa,Hillsborough,FL,33610,US,US/Eastern,KVDF,12-12-18 17:15,60.8,nan,72,30.22,10,Calm,nan,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,08-11-16 14:45,08-11-16 15:15,40.256493,-75.292191,40.256493,-75.292191,0,Accident on Squirrel Ln at 8th St.,622,Squirrel Ln,L,Hatfield,Montgomery,PA,19440,US,US/Eastern,KLOM,08-11-16 14:55,66.2,nan,28,30.06,10,West,3.5,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,27-03-20 18:25,27-03-20 18:55,45.54433,-122.38119,45.54336,-122.38159,0.07,Ramp to Crown Point Hwy/Exit 18 - Accident. Lane blocked.,nan,US-30 E,R,Troutdale,Multnomah,OR,97060,US,US/Pacific,KTTD,27-03-20 18:53,48,48,86,30.04,10,ENE,3,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,05-09-19 8:18,05-09-19 9:34,29.644279,-95.245491,29.644279,-95.245491,0,Accident on Redford St at Gulf Fwy.,10301,Gulf Fwy,L,Houston,Harris,TX,77034-1816,US,US/Central,KHOU,05-09-19 7:53,81,81,79,30.02,10,N,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,16-08-18 10:30,16-08-18 11:17,30.46032,-91.088676,30.46032,-91.088676,0,Restrictions due to accident on Oak Villa Blvd at Crossway Ave.,996,Oak Villa Blvd,R,Baton Rouge,East Baton Rouge,LA,70815-8411,US,US/Central,KBTR,16-08-18 10:12,87.1,nan,69,30.11,9,West,5.8,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,09-02-18 16:21,09-02-18 17:21,35.834667,-78.638649,35.834667,-78.638649,0,Accident on I-440 Eastbound at Exits 8A 8B Six Forks Rd.,nan,Six Forks Rd,R,Raleigh,Wake,NC,27609,US,US/Eastern,KRDU,09-02-18 15:51,57.9,nan,35,30.4,10,SSE,8.1,nan,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,08-10-19 5:17,08-10-19 6:31,37.386082,-120.717743,37.386082,-120.717743,0,Accident on CA-99 Southbound near Exit 201 Hammatt Ave. No recent updates.,nan,CA-99 S,R,Livingston,Merced,CA,95334,US,US/Pacific,KMER,08-10-19 6:45,46,46,100,29.66,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,26-03-18 13:29,26-03-18 19:29,34.35929,-118.55393,34.3652,-118.55618,0.428,At Calgrove Blvd/Exit 166 - Accident.,nan,I-5 N,R,Newhall,Los Angeles,CA,91321,US,US/Pacific,K3A6,26-03-18 13:51,65,65,29,29.15,10,N,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,18-07-16 14:00,18-07-16 20:00,34.022659,-118.17393,34.022634,-118.17393,0.002,At E 3rd St - Accident.,942,S Eastern Ave,L,Los Angeles,Los Angeles,CA,90022-4801,US,US/Pacific,KCQT,18-07-16 13:47,81,nan,49,30,10,North,nan,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,11-01-20 15:08,11-01-20 15:37,35.761974,-78.744904,35.761974,-78.744904,0,Two lanes blocked due to accident on US-1 Northbound at Walnut St.,nan,Walnut St,R,Cary,Wake,NC,27518,US,US/Eastern,KRDU,11-01-20 14:51,71,71,75,29.71,10,S,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,28-06-18 21:17,28-06-18 21:47,30.186441,-97.758858,30.186441,-97.758858,0,Accident on Stonleigh Pl at William Cannon Dr.,2412,E William Cannon Dr,L,Austin,Travis,TX,78744,US,US/Central,KAUS,28-06-18 16:53,97,nan,37,29.86,10,South,12.7,nan,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
2,10-10-19 23:53,11-10-19 7:25,34.109118,-118.332602,34.109118,-118.332602,0,At Highland Ave/Exit 9B - Accident.,nan,Hollywood Fwy N,R,Los Angeles,Los Angeles,CA,90068,US,US/Pacific,KBUR,10-10-19 23:53,66,66,11,29.11,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,28-10-19 16:37,28-10-19 17:06,32.86427,-96.54458,32.86534,-96.54263,0.135,At Chaha Rd/Exit 62 - Accident. Left lane blocked.,nan,I-30 E,R,Garland,Dallas,TX,75043,US,US/Central,KHQZ,28-10-19 16:50,66,66,83,29.47,10,SSE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,01-12-20 21:28,01-12-20 22:46,44.943083,-93.077062,44.951613,-93.081532,0.629,Incident on US-52 NB near PLATO BLVD Drive with caution.,nan,US-52 N,R,Saint Paul,Ramsey,MN,55107,US,US/Central,KSTP,01-12-20 21:53,25,25,78,29.47,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,02-12-20 21:52,02-12-20 23:18,40.853658,-73.965014,40.849518,-73.942254,1.223,Incident on GEORGE WASHINGTON BRG EB near NEW JERSEY Two lanes blocked. Expect delays.,nan,I-95 N,R,Fort Lee,Bergen,NJ,7024,US,US/Eastern,KTEB,02-12-20 21:51,37,30,62,30.09,10,WSW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,27-01-20 13:16,27-01-20 17:16,46.09852,-122.9859,46.09852,-122.9859,0,At WA-433/Lewis and Clark Brg - Accident.,28585,Highway 30,R,Rainier,Columbia,OR,97048,US,US/Pacific,KKLS,27-01-20 12:56,48,45,93,30.08,8,SSE,7,0.05,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,21-11-20 19:51,21-11-20 21:45,33.591953,-84.38531,33.610093,-84.39615,1.4,Incident on I-75 NB near FOREST PKY Right lane blocked. Expect delays.,nan,GA-401 N,R,Forest Park,Clayton,GA,30297,US,US/Eastern,KATL,21-11-20 19:52,60,60,69,29.18,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,19-04-19 6:17,19-04-19 7:31,33.62058,-84.4812,33.61922,-84.48619,0.302,Ramp to I-85 Southbound and GA-14-SPUR WB - Accident. Right lane blocked.,nan,GA-14 Spur,R,Atlanta,Fulton,GA,30337,US,US/Eastern,KATL,19-04-19 5:52,63,63,90,28.49,1,SSE,13,1.03,Heavy T-Storm,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2,24-05-16 6:32,24-05-16 12:32,33.9044,-117.27773,33.91135,-117.28306,0.569,At Cactus Ave - Accident.,nan,I-215 N,R,March Air Reserve Base,Riverside,CA,92518,US,US/Pacific,KRIV,24-05-16 6:13,53.6,nan,77,29.94,10,SSE,5.8,nan,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,21-05-17 14:58,21-05-17 15:28,36.882492,-121.561478,nan,nan,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exit 347 CA-129 Chittenden Rd.,nan,US-101 N,R,San Juan Bautista,San Benito,CA,95045,US,US/Pacific,KCVH,21-05-17 15:05,80.6,nan,34,29.91,10,WSW,23,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,08-06-16 17:48,08-06-16 23:48,37.39828,-122.0243,37.3991,-122.02795,0.208,At Mathilda Ave - Accident.,nan,US-101 N,R,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,08-06-16 17:56,69.1,nan,57,29.93,10,NNW,11.5,nan,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,15-02-18 8:47,15-02-18 9:17,33.615738,-83.920578,33.615738,-83.920578,0,Left lane blocked due to accident on I-20 Westbound at Exit 88 Crowell Rd.,nan,GA-402 E,R,Covington,Newton,GA,30014,US,US/Eastern,K9A1,15-02-18 8:56,61,61,97,29.11,1,SSW,6,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,29-05-20 16:48,29-05-20 17:21,32.708648,-117.098248,32.708648,-117.098248,0,At Imperial Ave/Exit 12A - Accident.,nan,I-805 S,R,San Diego,San Diego,CA,92102,US,US/Pacific,KSAN,29-05-20 16:51,69,69,63,29.97,10,VAR,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,07-09-16 1:11,07-09-16 1:56,34.07188,-117.890297,34.07188,-117.890297,0,Slow lane blocked due to accident on I-10 Eastbound at Exit 37A Garvey Ave.,nan,N Citrus St,R,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,07-09-16 6:47,60.8,nan,82,29.92,10,Calm,nan,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,23-05-18 16:02,23-05-18 22:02,47.5034,-122.2781,47.49672,-122.27106,0.567,At WA-900/M L King Way/Exit 157 - Accident. Right lane blocked.,nan,I-5 S,R,Seattle,King,WA,98178,US,US/Pacific,KRNT,23-05-18 15:53,79,nan,36,29.78,10,NNW,5.8,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,14-11-20 0:31,14-11-20 6:25,34.068469,-80.992367,34.070221,-80.993691,0.143,Incident on EASTER ST near ROSEBUD ST Drive with caution.,624,Easter St,L,Columbia,Richland,SC,29203-5146,US,US/Eastern,KCUB,14-11-20 0:53,57,57,93,29.9,5,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,06-11-20 2:59,06-11-20 5:08,34.229933,-117.415856,34.240263,-117.429516,1.057,I15 N KENWOOD AVE. 1039 SBCC,nan,I-15 N,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,06-11-20 3:00,65,65,24,28.54,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3,18-08-18 18:29,18-08-18 18:59,41.984062,-91.664223,41.984062,-91.664223,0,Left lane closed due to accident on I-380 Southbound at Exit 20B 8th St.,nan,IA-27 N,R,Cedar Rapids,Linn,IA,52402,US,US/Central,KCID,18-08-18 18:52,80.1,nan,69,29.96,10,SE,3.5,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,18-12-16 11:36,18-12-16 17:36,44.95308,-93.08234,44.9524,-93.08636,0.202,At US-52/Exit 242 - Accident.,nan,I-94 W,R,Saint Paul,Ramsey,MN,55101,US,US/Central,KSTP,18-12-16 11:53,-11,-22.8,64,30.58,10,WSW,4.6,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,09-07-19 1:03,09-07-19 4:52,47.57106,-122.321388,nan,nan,0.25999999,Entry ramp to I-5 Southbound from West Seattle Bridge Eastbound closed due to construction finishing.,nan,W Seattle Brg E,R,Seattle,King,WA,98108,US,US/Pacific,KBFI,09-07-19 0:53,64,64,70,29.96,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3,11-09-17 8:09,11-09-17 9:08,44.951626,-93.126274,44.951626,-93.126274,0,Accident on I-94 Westbound at Exit 240 County Hwy-53 Dale St.,nan,US-52 E,R,Saint Paul,Ramsey,MN,55103,US,US/Central,KSTP,11-09-17 7:53,60.1,nan,78,30.17,10,SE,9.2,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,23-12-20 1:30,23-12-20 2:54,36.04641,-91.002856,36.06212,-91.004096,1.088,Stationary traffic on US-63 S - US-63 N from US-67/SW Texas St (US-63) to US-63 (Walnut Ridge) (North) (US-63) due to accident.,2760,Highway 63,R,Hoxie,Lawrence,AR,72433,US,US/Central,KARG,23-12-20 1:56,48,42,71,29.67,10,S,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,26-09-19 7:17,26-09-19 8:48,30.472071,-91.071991,30.472071,-91.071991,0,Accident on Choctaw Dr at Perdue Dr.,2600,E Perdue Ave,R,Baton Rouge,East Baton Rouge,LA,70815,US,US/Central,KBTR,26-09-19 6:53,69,69,90,29.89,9,CALM,0,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,28-09-16 9:24,28-09-16 15:24,40.56502,-75.49054,40.55591,-75.42684,3.402,Between Lehigh St/Exit 57 and PA-309/PA-145/Exit 60 - Accident.,nan,I-78 E,R,Allentown,Lehigh,PA,18103,US,US/Eastern,KXLL,28-09-16 9:15,57.2,nan,82,30.06,10,North,6.9,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,14-11-18 15:20,14-11-18 15:50,47.22501,-122.46364,47.21982,-122.46357,0.359,At 38th St/Exit 132 - Accident. Right lane blocked.,nan,I-5 S,R,Tacoma,Pierce,WA,98409,US,US/Pacific,KTCM,14-11-18 14:58,57,nan,96,30.35,10,SSW,13.8,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,28-11-17 17:47,28-11-17 18:31,25.63027,-80.382324,25.63027,-80.382324,0,Center lane blocked due to accident on FL-821 Southbound at Exit 16 117th Ave.,nan,Florida's Tpke N,R,Miami,Miami-Dade,FL,33186,US,US/Eastern,KTMB,28-11-17 17:53,75.9,nan,79,30.06,10,ENE,12.7,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
2,04-11-20 14:55,04-11-20 16:31,41.29765,-95.773274,41.379908,-95.671662,7.752,Incident on I-80 EB near US-6 Drive with caution.,nan,I-80 E,R,Council Bluffs,Pottawattamie,IA,51503,US,US/Central,KCBF,04-11-20 14:55,72,72,35,28.62,10,SSW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,12-09-19 17:39,12-09-19 18:41,33.181564,-117.32692,33.181564,-117.32692,0,Accident on CR-S11 El Camino Real at CA-78 Exit 2.,nan,CA-78 E,R,Carlsbad,San Diego,CA,92008,US,US/Pacific,KCRQ,12-09-19 17:42,72,72,76,29.58,10,WSW,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
4,18-01-18 5:43,18-01-18 11:43,43.14169,-76.11323,43.142,-76.11227,0.053,Ramp closed to Exit 9S - Road closed due to accident.,nan,I-481 S,R,Syracuse,Onondaga,NY,13212,US,US/Eastern,KSYR,18-01-18 5:54,-4,nan,91,30.09,10,Calm,nan,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,06-08-19 9:25,06-08-19 13:25,43.196812,-124.232592,43.192907,-124.225388,0.452,At Coquille-Bandon Hwy - Accident.,98059,Highway 42,L,Coquille,Coos,OR,97423-9655,US,US/Pacific,KOTH,06-08-19 9:34,63,63,82,30.05,10,NW,5,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,17-03-20 9:44,17-03-20 10:44,40.643036,-73.876221,40.643036,-73.876221,0,Right lane blocked due to accident on Belt Pkwy Westbound at Exit 14 Pennsylvania Ave.,nan,Belt Pkwy E,R,Brooklyn,Kings,NY,11239,US,US/Eastern,KJFK,17-03-20 9:51,43,43,100,30.2,8,CALM,0,0.06,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,12-09-19 13:38,12-09-19 14:52,33.854437,-117.79064,33.854437,-117.79064,0,At CA-55/Costa Mesa Fwy - Accident.,nan,CA-91 W,R,Anaheim,Orange,CA,92807,US,US/Pacific,KFUL,12-09-19 13:53,88,88,43,29.83,10,SSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,20-02-17 13:39,20-02-17 19:39,29.93763,-95.47327,29.937637,-95.474311,0.062,At Antoine Dr - Accident.,nan,N Sam Houston Tollway W,R,Houston,Harris,TX,77038,US,US/Central,KIAH,20-02-17 13:53,61,nan,93,29.96,5,ENE,11.5,0.08,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,12-11-18 12:12,12-11-18 13:12,35.462299,-97.49633,35.462299,-97.49633,0,Accident on I-235 Southbound before I-40 .,nan,US-77 S,R,Oklahoma City,Oklahoma,OK,73129,US,US/Central,KTIK,12-11-18 12:04,30.2,15.9,86,30.41,10,North,26.5,nan,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,20-07-20 9:33,20-07-20 10:18,39.959789,-75.175011,nan,nan,0.600000024,Exit ramp from I-676 Northbound to N 22nd St Northbound lane blocked due to accident.,nan,I-676 W,R,Philadelphia,Philadelphia,PA,19103,US,US/Eastern,KPHL,20-07-20 9:54,89,89,52,29.88,10,NW,9,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,11-07-18 11:36,11-07-18 12:06,36.152184,-86.842239,36.152184,-86.842239,0,Accident on US-70 Charlotte Ave at 46th Ave.,4600,Charlotte Pike,R,Nashville,Davidson,TN,37209-3403,US,US/Central,KBNA,11-07-18 11:53,91,nan,52,30.04,10,Variable,4.6,nan,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,23-08-17 14:34,23-08-17 15:04,39.019341,-77.380745,39.019341,-77.380745,0,Accident on VA-7 Harry Byrd Hwy at Augusta Dr.,21498,Augusta Dr,L,Sterling,Loudoun,VA,20164-8689,US,US/Eastern,KIAD,23-08-17 14:52,82,nan,52,29.87,10,Variable,5.8,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3,29-01-19 10:15,29-01-19 10:45,26.081387,-80.167351,26.081387,-80.167351,0,Accident on I-95 Northbound near Exits 23 24 26 27 I-595.,nan,I-595 E,R,Fort Lauderdale,Broward,FL,33315,US,US/Eastern,KFLL,29-01-19 9:53,60.1,nan,67,30.06,10,NW,6.9,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,23-12-20 23:17,24-12-20 1:35,33.039384,-80.112232,33.039833,-80.112717,0.042,Incident on ROYLE RD near RIDGE CHURCH RD Drive with caution.,1713,Royle Rd,L,Summerville,Berkeley,SC,29486-1768,US,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,10-10-20 14:26,10-10-20 21:45,43.450938,-73.734236,43.483648,-73.754046,2.469,Incident on I-87 NB near NY-28 Drive with caution.,nan,Adirondack Northway N,R,Lake George,Warren,NY,12845,US,US/Eastern,KGFL,10-10-20 14:53,73,73,51,29.39,10,S,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,20-03-17 6:57,20-03-17 12:57,26.09076,-80.21654,26.08958,-80.21249,0.264,At Florida's Tpke/Exit 8A - Accident.,nan,Ronald Reagan Tpke,R,Fort Lauderdale,Broward,FL,33314,US,US/Eastern,KFLL,20-03-17 6:53,62.1,nan,72,30.13,10,NW,4.6,nan,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2,03-01-18 15:31,03-01-18 21:31,43.012439,-85.609664,43.01119,-85.608166,0.115,At Leonard St/Exit 36 - Accident. Left lane blocked.,nan,I-96 E,R,Grand Rapids,Kent,MI,49505,US,US/Eastern,KGRR,03-01-18 14:53,17.1,7.6,84,29.98,7,WSW,6.9,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,25-11-19 6:04,25-11-19 7:49,32.754265,-96.771507,32.754265,-96.771507,0,Right hand shoulder blocked due to accident on I-45 Northbound at Lamar St.,3753,Julius Schepps Fwy,R,Dallas,Dallas,TX,75215-3614,US,US/Central,KDAL,25-11-19 5:53,53,53,69,29.16,10,SSE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
4,27-01-19 9:44,27-01-19 10:14,28.63964,-81.38794,28.62831,-81.38709,0.785,Closed at SR-414/Maitland Blvd/Exit 90 - Road closed due to accident.,nan,I-4 W,R,Maitland,Orange,FL,32751,US,US/Eastern,KORL,27-01-19 9:51,53.6,nan,100,30,8,NNE,17.3,0.05,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,01-09-19 19:36,01-09-19 20:20,40.845737,-73.931702,40.845737,-73.931702,0,Center lane blocked due to accident on Washington Brg Upper Level Eastbound at I-95 Cross Bronx Expy Exits 2 3.,nan,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,01-09-19 19:51,71,71,63,30.13,10,SE,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
3,22-12-16 8:29,22-12-16 14:29,29.598149,-95.378276,29.59822,-95.38163,0.202,At Beltway 8 - Accident.,3197,S Sam Houston Pkwy E,R,Houston,Harris,TX,77047,US,US/Central,KMCJ,22-12-16 8:35,64.4,nan,88,30.22,5,NNW,4.6,nan,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,12-07-16 13:59,12-07-16 14:29,38.566704,-121.470261,38.566704,-121.470261,0,Right hand shoulder blocked due to accident on CA-51 Southbound at P St. On exit ramp.,nan,P St,R,Sacramento,Sacramento,CA,95816,US,US/Pacific,KSAC,12-07-16 13:53,84.9,nan,31,29.92,10,Variable,4.6,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
